1, 417, 0, 82
5, 421, 2, 72
26, 385, 5, 84
77, 346, 13, 64
117, 316, 20, 47
174, 251, 31, 44
192, 237, 38, 33
186, 220, 44, 50
193, 224, 41, 42
215, 204, 39, 42
198, 223, 38, 41
262, 163, 40, 35
245, 178, 55, 22
287, 142, 39, 32
302, 115, 51, 32
306, 131, 37, 26
303, 123, 58, 16
318, 104, 61, 17
313, 104, 69, 14
329, 87, 72, 12
350, 82, 56, 12
334, 93, 55, 18
355, 81, 50, 14
330, 98, 60, 12
327, 93, 72, 8
355, 76, 62, 7
358, 66, 54, 22
325, 90, 73, 12
345, 89, 51, 15
361, 75, 50, 14
350, 78, 61, 11
351, 84, 54, 11
328, 90, 67, 15
338, 84, 52, 26
329, 91, 63, 17
329, 95, 57, 19
326, 88, 63, 23
360, 75, 50, 15
344, 78, 58, 20
337, 84, 66, 13
336, 82, 69, 13
356, 84, 43, 17
330, 96, 61, 13
355, 83, 53, 9
361, 70, 56, 13
343, 68, 76, 13
359, 75, 59, 7
339, 77, 70, 14
357, 87, 40, 16
350, 72, 70, 8
327, 90, 70, 13
368, 68, 52, 12
359, 70, 61, 10
381, 60, 46, 13
367, 53, 69, 11
364, 66, 59, 11
336, 79, 75, 10
350, 76, 64, 10
356, 72, 62, 10
358, 72, 57, 13
349, 84, 57, 10
346, 72, 73, 9
366, 64, 55, 15
370, 53, 66, 11
380, 59, 52, 9
351, 69, 68, 12
355, 61, 73, 11
355, 84, 54, 7
349, 69, 66, 16
362, 62, 62, 14
341, 86, 64, 9
368, 66, 55, 11
362, 66, 63, 9
355, 64, 73, 8
344, 77, 68, 11
365, 50, 78, 7
364, 60, 66, 10
357, 68, 60, 15
347, 83, 63, 7
356, 68, 63, 13
354, 76, 61, 9
361, 75, 50, 14
338, 79, 76, 7
353, 73, 66, 8
332, 76, 84, 8
367, 55, 65, 13
347, 79, 65, 9
352, 64, 74, 10
357, 64, 66, 13
345, 65, 72, 18
353, 82, 54, 11
355, 79, 58, 8
378, 49, 63, 10
382, 45, 64, 9
360, 61, 69, 10
330, 91, 62, 17
344, 77, 65, 14
372, 69, 48, 11
358, 64, 66, 12
377, 54, 62, 7
377, 41, 69, 13
379, 47, 67, 7
339, 72, 75, 14
352, 71, 63, 14
358, 75, 55, 12
348, 77, 49, 26
360, 69, 63, 8
362, 44, 84, 10
369, 48, 69, 14
355, 64, 69, 12
349, 72, 59, 20
332, 93, 59, 16
357, 66, 66, 11
367, 62, 64, 7
346, 71, 68, 15
357, 80, 49, 14
356, 70, 61, 13
340, 82, 63, 15
359, 58, 72, 11
347, 69, 76, 8
367, 65, 57, 11
356, 71, 59, 14
360, 76, 54, 10
370, 58, 60, 12
367, 53, 68, 12
364, 67, 54, 15
351, 73, 63, 13
344, 71, 70, 15
371, 63, 54, 12
391, 45, 57, 7
364, 64, 65, 7
348, 87, 53, 12
345, 73, 63, 19
390, 32, 66, 12
303, 117, 56, 24
380, 44, 63, 13
391, 23, 76, 10
290, 145, 46, 19
401, 21, 72, 6
375, 46, 76, 3
313, 105, 60, 22
417, 23, 57, 3
270, 156, 51, 23
401, 37, 56, 6
378, 53, 57, 12
364, 47, 77, 12
301, 133, 46, 20
394, 22, 83, 1
278, 166, 33, 23
408, 14, 74, 4
229, 188, 41, 42
413, 23, 62, 2
195, 234, 30, 41
422, 19, 58, 1
393, 27, 73, 7
418, 12, 69, 1
131, 284, 26, 59
405, 21, 70, 4
411, 17, 71, 1
330, 100, 55, 15
417, 16, 63, 4
130, 288, 37, 45
412, 18, 66, 4
168, 255, 26, 51
415, 24, 58, 3
395, 25, 75, 5
403, 13, 79, 5
430, 9, 60, 1
392, 26, 78, 4
411, 13, 74, 2
417, 10, 70, 3
417, 17, 60, 6
406, 22, 71, 1
403, 16, 78, 3
414, 7, 77, 2
396, 19, 82, 3
410, 14, 69, 7
409, 16, 73, 2
224, 206, 41, 29
368, 56, 62, 14
419, 11, 66, 4
421, 15, 62, 2
132, 285, 24, 59
414, 12, 72, 2
392, 16, 85, 7
407, 15, 78, 0
413, 13, 73, 1
394, 22, 81, 3
324, 97, 63, 16
133, 277, 30, 60
412, 23, 63, 2
395, 39, 60, 6
410, 17, 70, 3
411, 16, 65, 8
255, 166, 52, 27
405, 16, 78, 1
178, 243, 28, 51
425, 16, 59, 0
411, 11, 77, 1
