154, 264, 32, 50
195, 231, 35, 39
241, 170, 50, 39
210, 213, 36, 41
219, 214, 27, 40
204, 221, 35, 40
196, 233, 37, 34
228, 178, 51, 43
210, 207, 33, 50
219, 201, 46, 34
167, 253, 39, 41
190, 235, 29, 46
182, 241, 38, 39
173, 256, 35, 36
208, 209, 42, 41
219, 219, 33, 29
209, 216, 37, 38
233, 189, 37, 41
235, 182, 40, 43
189, 228, 35, 48
206, 225, 34, 35
179, 249, 36, 36
207, 228, 33, 32
182, 247, 29, 42
219, 202, 40, 39
182, 250, 29, 39
192, 231, 29, 48
212, 201, 38, 49
235, 197, 42, 26
250, 186, 40, 24
216, 212, 36, 36
239, 195, 39, 27
227, 191, 45, 37
246, 176, 52, 26
175, 245, 35, 45
215, 208, 39, 38
225, 193, 45, 37
221, 212, 39, 28
200, 222, 43, 35
224, 196, 41, 39
215, 202, 40, 43
231, 208, 28, 33
192, 235, 32, 41
209, 228, 25, 38
211, 224, 33, 32
209, 202, 51, 38
182, 253, 33, 32
199, 216, 44, 41
230, 212, 39, 19
213, 209, 41, 37
209, 209, 45, 37
237, 203, 27, 33
198, 228, 26, 48
201, 242, 21, 36
206, 215, 37, 42
191, 235, 37, 37
212, 207, 35, 46
215, 212, 39, 34
168, 259, 34, 39
227, 196, 43, 34
216, 222, 29, 33
237, 179, 50, 34
231, 200, 35, 34
247, 185, 35, 33
172, 260, 21, 47
208, 212, 37, 43
209, 211, 36, 44
194, 240, 22, 44
251, 170, 49, 30
232, 197, 39, 32
248, 178, 41, 33
230, 197, 35, 38
218, 211, 34, 37
226, 202, 40, 32
230, 188, 38, 44
198, 229, 35, 38
183, 226, 45, 46
243, 184, 44, 29
205, 218, 35, 42
201, 226, 33, 40
207, 213, 28, 52
207, 222, 35, 36
246, 185, 40, 29
174, 257, 30, 39
187, 227, 41, 45
184, 240, 38, 38
173, 254, 39, 34
257, 152, 48, 43
220, 203, 42, 35
187, 236, 34, 43
235, 188, 36, 41
208, 207, 41, 44
222, 208, 38, 32
207, 203, 51, 39
175, 235, 40, 50
207, 225, 30, 38
204, 233, 30, 33
208, 213, 36, 43
202, 233, 28, 37
222, 194, 47, 37
208, 235, 28, 29
215, 197, 38, 50
234, 184, 39, 43
228, 191, 40, 41
259, 164, 44, 33
242, 175, 53, 30
221, 203, 40, 36
229, 196, 28, 47
220, 202, 47, 31
206, 214, 36, 44
215, 201, 58, 26
214, 220, 34, 32
189, 234, 31, 46
213, 219, 35, 33
223, 199, 41, 37
184, 243, 35, 38
220, 202, 42, 36
192, 234, 36, 38
184, 237, 29, 50
196, 244, 34, 26
212, 210, 36, 42
247, 188, 32, 33
222, 208, 41, 29
185, 234, 33, 48
205, 227, 32, 36
227, 199, 40, 34
241, 174, 49, 36
204, 215, 35, 46
250, 195, 31, 24
197, 238, 32, 33
158, 260, 26, 56
267, 168, 39, 26
209, 210, 30, 51
232, 195, 40, 33
195, 215, 42, 48
194, 226, 46, 34
194, 233, 30, 43
217, 215, 28, 40
209, 211, 38, 42
221, 202, 41, 36
187, 229, 37, 47
205, 234, 26, 35
238, 198, 28, 36
263, 167, 50, 20
176, 249, 31, 44
206, 214, 47, 33
208, 218, 33, 41
240, 187, 39, 34
227, 208, 41, 24
175, 243, 33, 49
208, 214, 40, 38
244, 192, 33, 31
214, 219, 33, 34
216, 218, 34, 32
235, 190, 51, 24
186, 238, 36, 40
206, 214, 40, 40
201, 223, 38, 38
226, 205, 31, 38
229, 199, 38, 34
217, 211, 31, 41
249, 175, 36, 40
189, 242, 38, 31
216, 211, 39, 34
204, 227, 35, 34
216, 203, 45, 36
253, 172, 39, 36
220, 210, 36, 34
166, 259, 29, 46
201, 215, 42, 42
233, 200, 35, 32
222, 206, 38, 34
201, 232, 28, 39
167, 249, 40, 44
232, 192, 43, 33
188, 229, 35, 48
207, 216, 21, 56
248, 178, 35, 39
252, 172, 47, 29
220, 209, 26, 45
243, 191, 31, 35
217, 214, 40, 29
178, 239, 40, 43
243, 186, 41, 30
213, 190, 55, 42
210, 211, 31, 48
192, 237, 31, 40
260, 155, 56, 29
244, 177, 45, 34
205, 207, 43, 45
232, 205, 31, 32
215, 211, 43, 31
224, 209, 31, 36
175, 252, 33, 40
252, 169, 46, 33
232, 184, 42, 42
191, 234, 35, 40
212, 228, 33, 27
234, 186, 45, 35
